TA,TA code,Measure,Age group,Rate,Rate - 95% CI Lower,Rate - 95% CI Upper,Estimate,Estimate - 95% CI Lower,Estimate - 95% CI Upper,TA population,Method
Central Hawke's Bay district,32,Hearing,30 to 34,4,2,5,27,18,36,686,SDE
Central Hawke's Bay district,32,Overall,30 to 34,14,11,18,99,78,123,686,SDE
Central Hawke's Bay district,32,Physical,30 to 34,6,4,9,42,30,63,686,SDE
Central Hawke's Bay district,32,Psychological,30 to 34,5,3,8,36,24,51,686,SDE
Central Hawke's Bay district,32,Vision,30 to 34,1,0,3,9,6,15,686,SDE
Central Hawke's Bay district,32,Hearing,35 to 39,4,3,7,33,27,51,782,SDE
Central Hawke's Bay district,32,Overall,35 to 39,15,11,19,117,93,147,782,SDE
Central Hawke's Bay district,32,Physical,35 to 39,8,5,11,60,42,81,782,SDE
Central Hawke's Bay district,32,Psychological,35 to 39,6,3,8,42,30,60,782,SDE
Central Hawke's Bay district,32,Vision,35 to 39,1,0,2,9,3,18,782,SDE
Central Hawke's Bay district,32,Hearing,40 to 44,7,5,9,63,51,84,937,SDE
Central Hawke's Bay district,32,Overall,40 to 44,21,17,26,198,162,240,937,SDE
Central Hawke's Bay district,32,Physical,40 to 44,11,8,16,105,78,144,937,SDE
Central Hawke's Bay district,32,Psychological,40 to 44,7,5,10,66,48,93,937,SDE
Central Hawke's Bay district,32,Vision,40 to 44,3,2,4,27,18,36,937,SDE
Central Hawke's Bay district,32,Hearing,45 to 49,9,6,11,78,60,96,891,SDE
Central Hawke's Bay district,32,Overall,45 to 49,26,21,32,231,189,282,891,SDE
Central Hawke's Bay district,32,Physical,45 to 49,14,10,19,123,93,168,891,SDE
Central Hawke's Bay district,32,Psychological,45 to 49,7,5,11,66,48,90,891,SDE
Central Hawke's Bay district,32,Vision,45 to 49,5,3,7,45,33,63,891,SDE
Central Hawke's Bay district,32,Hearing,5 to 9,2,1,3,18,12,24,941,SDE
Central Hawke's Bay district,32,Overall,5 to 9,12,9,16,114,93,144,941,SDE
Central Hawke's Bay district,32,Physical,5 to 9,2,1,3,18,9,27,941,SDE
Central Hawke's Bay district,32,Psychological,5 to 9,4,3,6,39,27,57,941,SDE
Central Hawke's Bay district,32,Vision,5 to 9,1,0,2,9,6,15,941,SDE
Central Hawke's Bay district,32,Hearing,50 to 54,11,9,14,111,93,135,1022,SDE
Central Hawke's Bay district,32,Overall,50 to 54,29,24,35,294,246,351,1022,SDE
Central Hawke's Bay district,32,Physical,50 to 54,17,12,22,171,129,222,1022,SDE
Central Hawke's Bay district,32,Psychological,50 to 54,7,5,10,72,51,102,1022,SDE
Central Hawke's Bay district,32,Vision,50 to 54,6,5,9,66,51,87,1022,SDE
Central Hawke's Bay district,32,Hearing,55 to 59,13,11,16,138,120,165,1034,SDE
Central Hawke's Bay district,32,Overall,55 to 59,32,26,38,327,273,387,1034,SDE
Central Hawke's Bay district,32,Physical,55 to 59,20,15,27,210,162,276,1034,SDE
Central Hawke's Bay district,32,Psychological,55 to 59,6,4,9,63,45,90,1034,SDE
Central Hawke's Bay district,32,Vision,55 to 59,6,4,8,60,45,78,1034,SDE
Central Hawke's Bay district,32,Hearing,60 to 64,16,14,20,159,135,192,959,SDE
Central Hawke's Bay district,32,Overall,60 to 64,37,31,44,354,300,414,959,SDE
Central Hawke's Bay district,32,Physical,60 to 64,26,20,34,252,195,321,959,SDE
Central Hawke's Bay district,32,Psychological,60 to 64,5,3,8,51,36,72,959,SDE
Central Hawke's Bay district,32,Vision,60 to 64,6,4,8,54,39,69,959,SDE
Central Hawke's Bay district,32,Hearing,65 to 69,21,18,26,168,144,207,793,SDE
Central Hawke's Bay district,32,Overall,65 to 69,43,37,51,342,294,399,793,SDE
Central Hawke's Bay district,32,Physical,65 to 69,32,25,42,255,201,327,793,SDE
Central Hawke's Bay district,32,Psychological,65 to 69,5,3,7,36,24,54,793,SDE
Central Hawke's Bay district,32,Vision,65 to 69,6,4,8,45,33,60,793,SDE
Central Hawke's Bay district,32,Hearing,70 to 74,25,21,30,138,117,168,562,SDE
Central Hawke's Bay district,32,Overall,70 to 74,52,45,60,291,252,336,562,SDE
Central Hawke's Bay district,32,Physical,70 to 74,42,33,53,234,186,294,562,SDE
Central Hawke's Bay district,32,Psychological,70 to 74,4,2,6,24,15,33,562,SDE
Central Hawke's Bay district,32,Vision,70 to 74,7,5,9,39,30,51,562,SDE
Central Hawke's Bay district,32,Hearing,75 to 79,33,27,39,114,93,135,343,SDE
Central Hawke's Bay district,32,Overall,75 to 79,64,57,72,219,195,249,343,SDE
Central Hawke's Bay district,32,Physical,75 to 79,55,45,67,189,153,231,343,SDE
Central Hawke's Bay district,32,Psychological,75 to 79,4,2,7,15,9,21,343,SDE
Central Hawke's Bay district,32,Vision,75 to 79,10,7,13,33,24,45,343,SDE
Central Hawke's Bay district,32,Hearing,80+,41,34,51,177,150,219,436,SDE
Central Hawke's Bay district,32,Overall,80+,76,67,84,330,294,366,436,SDE
Central Hawke's Bay district,32,Physical,80+,69,57,83,300,249,363,436,SDE
Central Hawke's Bay district,32,Psychological,80+,4,2,7,18,9,27,436,SDE
Central Hawke's Bay district,32,Vision,80+,17,13,22,72,54,93,436,SDE
Central Otago district,69,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Central Otago district,69,Overall,0 to 4,5,4,8,60,45,81,1122,SDE
Central Otago district,69,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Central Otago district,69,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Central Otago district,69,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Central Otago district,69,Hearing,10 to 14,2,1,3,18,12,27,1103,SDE
Central Otago district,69,Overall,10 to 14,15,12,19,165,135,201,1103,SDE
Central Otago district,69,Physical,10 to 14,2,1,4,24,15,36,1103,SDE
Central Otago district,69,Psychological,10 to 14,6,4,9,69,48,93,1103,SDE
Central Otago district,69,Vision,10 to 14,1,0,2,9,6,15,1103,SDE
Central Otago district,69,Hearing,15 to 19,2,1,4,21,15,27,847,SDE
Central Otago district,69,Overall,15 to 19,18,14,22,153,123,186,847,SDE
Central Otago district,69,Physical,15 to 19,4,2,6,36,24,51,847,SDE
Central Otago district,69,Psychological,15 to 19,7,5,10,57,42,81,847,SDE
Central Otago district,69,Vision,15 to 19,1,0,2,9,6,15,847,SDE
Central Otago district,69,Hearing,20 to 24,4,2,6,27,18,36,644,SDE
Central Otago district,69,Overall,20 to 24,18,14,23,120,96,147,644,SDE
Central Otago district,69,Physical,20 to 24,7,4,10,45,30,63,644,SDE
Central Otago district,69,Psychological,20 to 24,7,4,10,42,30,60,644,SDE
Central Otago district,69,Vision,20 to 24,2,1,3,12,6,18,644,SDE
Central Otago district,69,Hearing,25 to 29,4,3,6,30,24,42,722,SDE
Central Otago district,69,Overall,25 to 29,18,14,23,129,105,162,722,SDE
Central Otago district,69,Physical,25 to 29,7,4,10,51,36,72,722,SDE
Central Otago district,69,Psychological,25 to 29,7,4,10,51,33,72,722,SDE
Central Otago district,69,Vision,25 to 29,2,1,4,15,9,24,722,SDE
Central Otago district,69,Hearing,30 to 34,4,2,5,33,24,39,902,SDE
Central Otago district,69,Overall,30 to 34,15,12,19,135,111,168,902,SDE
Central Otago district,69,Physical,30 to 34,6,4,9,57,39,81,902,SDE
Central Otago district,69,Psychological,30 to 34,6,4,9,54,36,75,902,SDE
Central Otago district,69,Vision,30 to 34,1,0,2,12,6,18,902,SDE
Central Otago district,69,Hearing,35 to 39,4,3,5,45,33,51,1029,SDE
Central Otago district,69,Overall,35 to 39,14,11,18,144,111,180,1029,SDE
Central Otago district,69,Physical,35 to 39,7,4,9,66,48,93,1029,SDE
Central Otago district,69,Psychological,35 to 39,5,3,7,51,36,72,1029,SDE
Central Otago district,69,Vision,35 to 39,1,0,2,12,6,18,1029,SDE
Central Otago district,69,Hearing,40 to 44,6,4,7,72,57,90,1281,SDE
Central Otago district,69,Overall,40 to 44,19,15,24,246,204,300,1281,SDE
Central Otago district,69,Physical,40 to 44,9,6,13,120,87,162,1281,SDE
Central Otago district,69,Psychological,40 to 44,6,4,9,81,57,111,1281,SDE
Central Otago district,69,Vision,40 to 44,2,1,4,30,21,42,1281,SDE
Central Otago district,69,Hearing,45 to 49,8,6,11,102,81,135,1228,SDE
Central Otago district,69,Overall,45 to 49,24,20,30,300,249,363,1228,SDE
Central Otago district,69,Physical,45 to 49,12,9,17,150,111,201,1228,SDE
Central Otago district,69,Psychological,45 to 49,7,4,10,84,60,117,1228,SDE
Central Otago district,69,Vision,45 to 49,5,3,7,57,42,78,1228,SDE
Central Otago district,69,Hearing,5 to 9,2,1,3,21,12,30,1156,SDE
Central Otago district,69,Overall,5 to 9,11,9,14,129,105,159,1156,SDE
Central Otago district,69,Physical,5 to 9,1,0,3,15,9,24,1156,SDE
Central Otago district,69,Psychological,5 to 9,4,2,6,45,30,63,1156,SDE
Central Otago district,69,Vision,5 to 9,1,0,2,9,3,15,1156,SDE
Central Otago district,69,Hearing,50 to 54,11,8,13,147,117,180,1377,SDE
Central Otago district,69,Overall,50 to 54,27,23,33,378,315,447,1377,SDE
Central Otago district,69,Physical,50 to 54,15,11,20,207,156,273,1377,SDE
Central Otago district,69,Psychological,50 to 54,7,4,10,90,66,126,1377,SDE
Central Otago district,69,Vision,50 to 54,5,4,8,75,57,99,1377,SDE
Central Otago district,69,Hearing,55 to 59,13,10,16,183,147,222,1415,SDE
Central Otago district,69,Overall,55 to 59,31,26,37,435,366,510,1415,SDE
Central Otago district,69,Physical,55 to 59,19,14,25,270,204,348,1415,SDE
Central Otago district,69,Psychological,55 to 59,6,4,9,84,60,117,1415,SDE
Central Otago district,69,Vision,55 to 59,5,3,7,72,51,93,1415,SDE
Central Otago district,69,Hearing,60 to 64,17,14,21,252,207,297,1465,SDE
Central Otago district,69,Overall,60 to 64,36,31,42,531,459,615,1465,SDE
Central Otago district,69,Physical,60 to 64,25,19,32,360,279,459,1465,SDE
Central Otago district,69,Psychological,60 to 64,5,3,7,75,51,102,1465,SDE
Central Otago district,69,Vision,60 to 64,5,3,7,75,57,99,1465,SDE
Central Otago district,69,Hearing,65 to 69,21,16,25,270,219,324,1307,SDE
Central Otago district,69,Overall,65 to 69,41,35,48,537,462,624,1307,SDE
Central Otago district,69,Physical,65 to 69,30,23,38,387,300,486,1307,SDE
Central Otago district,69,Psychological,65 to 69,4,2,6,51,36,75,1307,SDE
Central Otago district,69,Vision,65 to 69,5,3,7,66,51,90,1307,SDE
Central Otago district,69,Hearing,70 to 74,26,21,32,255,213,309,978,SDE
Central Otago district,69,Overall,70 to 74,51,44,59,498,432,573,978,SDE
Central Otago district,69,Physical,70 to 74,39,31,49,384,303,480,978,SDE
Central Otago district,69,Psychological,70 to 74,4,2,6,39,24,54,978,SDE
Central Otago district,69,Vision,70 to 74,6,4,9,60,45,81,978,SDE
Central Otago district,69,Hearing,75 to 79,32,27,40,207,180,261,653,SDE
Central Otago district,69,Overall,75 to 79,61,53,69,396,348,447,653,SDE
Central Otago district,69,Physical,75 to 79,49,39,61,321,258,396,653,SDE
Central Otago district,69,Psychological,75 to 79,4,2,6,24,15,36,653,SDE
Central Otago district,69,Vision,75 to 79,8,6,11,51,39,69,653,SDE
Central Otago district,69,Hearing,80+,42,36,51,300,264,363,724,SDE
Central Otago district,69,Overall,80+,78,69,86,561,501,624,724,SDE
Central Otago district,69,Physical,80+,70,57,84,504,414,606,724,SDE
Central Otago district,69,Psychological,80+,4,2,7,30,18,48,724,SDE
Central Otago district,69,Vision,80+,17,13,22,120,93,156,724,SDE
Christchurch city,60,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Christchurch city,60,Overall,0 to 4,6,4,7,1278,1059,1548,22325,SDE
Christchurch city,60,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Christchurch city,60,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Christchurch city,60,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Christchurch city,60,Hearing,10 to 14,2,1,3,345,276,414,20918,SDE
Christchurch city,60,Overall,10 to 14,15,13,18,3225,2817,3681,20918,SDE
Christchurch city,60,Physical,10 to 14,2,1,4,462,336,630,20918,SDE
Christchurch city,60,Psychological,10 to 14,7,5,9,1428,1116,1863,20918,SDE
Christchurch city,60,Vision,10 to 14,1,0,2,189,132,279,20918,SDE
Christchurch city,60,Hearing,15 to 19,2,1,3,558,486,660,23644,SDE
Christchurch city,60,Overall,15 to 19,17,14,20,3984,3402,4581,23644,SDE
Christchurch city,60,Physical,15 to 19,4,3,6,963,729,1272,23644,SDE
Christchurch city,60,Psychological,15 to 19,7,4,9,1536,1164,1986,23644,SDE
Christchurch city,60,Vision,15 to 19,1,0,2,279,180,414,23644,SDE
Christchurch city,60,Hearing,20 to 24,4,2,5,1053,855,1272,28573,SDE
Christchurch city,60,Overall,20 to 24,17,14,20,4845,4125,5679,28573,SDE
Christchurch city,60,Physical,20 to 24,6,4,9,1770,1323,2361,28573,SDE
Christchurch city,60,Psychological,20 to 24,6,4,9,1782,1350,2376,28573,SDE
Christchurch city,60,Vision,20 to 24,2,1,3,498,330,723,28573,SDE
Christchurch city,60,Hearing,25 to 29,4,2,5,924,705,1167,24230,SDE
Christchurch city,60,Overall,25 to 29,17,14,20,4095,3513,4815,24230,SDE
Christchurch city,60,Physical,25 to 29,6,4,9,1539,1143,2034,24230,SDE
Christchurch city,60,Psychological,25 to 29,7,5,10,1629,1224,2208,24230,SDE
Christchurch city,60,Vision,25 to 29,2,1,4,474,321,741,24230,SDE
Christchurch city,60,Hearing,30 to 34,4,2,5,825,663,1005,22974,SDE
Christchurch city,60,Overall,30 to 34,15,13,18,3489,3039,4041,22974,SDE
Christchurch city,60,Physical,30 to 34,6,4,9,1437,1107,1863,22974,SDE
Christchurch city,60,Psychological,30 to 34,6,4,9,1479,1125,1914,22974,SDE
Christchurch city,60,Vision,30 to 34,1,0,3,318,216,468,22974,SDE
Christchurch city,60,Hearing,35 to 39,4,3,6,900,762,1230,23213,SDE
Christchurch city,60,Overall,35 to 39,15,12,19,3579,2988,4209,23213,SDE
Christchurch city,60,Physical,35 to 39,7,5,10,1704,1314,2190,23213,SDE
Christchurch city,60,Psychological,35 to 39,6,4,9,1467,1110,1911,23213,SDE
Christchurch city,60,Vision,35 to 39,1,0,2,288,177,441,23213,SDE
Christchurch city,60,Hearing,40 to 44,6,4,7,1488,1263,1809,26254,SDE
Christchurch city,60,Overall,40 to 44,20,17,23,5205,4578,5880,26254,SDE
Christchurch city,60,Physical,40 to 44,10,7,13,2523,1998,3201,26254,SDE
Christchurch city,60,Psychological,40 to 44,7,5,9,1842,1410,2358,26254,SDE
Christchurch city,60,Vision,40 to 44,3,2,4,687,531,897,26254,SDE
Christchurch city,60,Hearing,45 to 49,8,6,10,1980,1620,2358,24098,SDE
Christchurch city,60,Overall,45 to 49,25,21,29,6063,5265,6918,24098,SDE
Christchurch city,60,Physical,45 to 49,13,10,16,3018,2427,3735,24098,SDE
Christchurch city,60,Psychological,45 to 49,8,5,10,1854,1425,2370,24098,SDE
Christchurch city,60,Vision,45 to 49,5,3,7,1218,957,1599,24098,SDE
Christchurch city,60,Hearing,5 to 9,2,1,3,375,255,453,21034,SDE
Christchurch city,60,Overall,5 to 9,12,10,15,2568,2208,2982,21034,SDE
Christchurch city,60,Physical,5 to 9,2,1,3,351,261,474,21034,SDE
Christchurch city,60,Psychological,5 to 9,5,3,7,1014,777,1314,21034,SDE
Christchurch city,60,Vision,5 to 9,1,0,2,186,129,267,21034,SDE
Christchurch city,60,Hearing,50 to 54,10,8,12,2463,2124,2808,24481,SDE
Christchurch city,60,Overall,50 to 54,28,25,32,6969,6195,7791,24481,SDE
Christchurch city,60,Physical,50 to 54,16,12,20,3816,3105,4659,24481,SDE
Christchurch city,60,Psychological,50 to 54,7,5,10,1815,1407,2346,24481,SDE
Christchurch city,60,Vision,50 to 54,6,4,8,1479,1203,1878,24481,SDE
Christchurch city,60,Hearing,55 to 59,12,10,15,2652,2238,2997,21235,SDE
Christchurch city,60,Overall,55 to 59,32,28,36,6744,5970,7530,21235,SDE
Christchurch city,60,Physical,55 to 59,19,15,24,4131,3366,5004,21235,SDE
Christchurch city,60,Psychological,55 to 59,7,5,9,1407,1101,1821,21235,SDE
Christchurch city,60,Vision,55 to 59,6,4,8,1212,969,1539,21235,SDE
Christchurch city,60,Hearing,60 to 64,16,13,19,2913,2508,3354,18554,SDE
Christchurch city,60,Overall,60 to 64,36,32,41,6732,6036,7464,18554,SDE
Christchurch city,60,Physical,60 to 64,24,20,30,4509,3741,5430,18554,SDE
Christchurch city,60,Psychological,60 to 64,6,4,8,1020,786,1323,18554,SDE
Christchurch city,60,Vision,60 to 64,5,4,7,1011,816,1284,18554,SDE
Christchurch city,60,Hearing,65 to 69,20,17,24,3021,2580,3594,15092,SDE
Christchurch city,60,Overall,65 to 69,43,38,48,6447,5775,7125,15092,SDE
Christchurch city,60,Physical,65 to 69,31,25,37,4623,3825,5562,15092,SDE
Christchurch city,60,Psychological,65 to 69,5,3,7,708,522,939,15092,SDE
Christchurch city,60,Vision,65 to 69,6,4,8,870,699,1110,15092,SDE
Christchurch city,60,Hearing,70 to 74,25,21,30,2874,2454,3363,11438,SDE
Christchurch city,60,Overall,70 to 74,52,46,58,5970,5373,6591,11438,SDE
Christchurch city,60,Physical,70 to 74,40,33,49,4620,3843,5532,11438,SDE
Christchurch city,60,Psychological,70 to 74,4,3,6,504,360,675,11438,SDE
Christchurch city,60,Vision,70 to 74,7,5,9,804,639,1020,11438,SDE
Christchurch city,60,Hearing,75 to 79,31,26,35,2631,2244,2937,8548,SDE
Christchurch city,60,Overall,75 to 79,63,56,69,5367,4857,5877,8548,SDE
Christchurch city,60,Physical,75 to 79,52,43,62,4425,3711,5232,8548,SDE
Christchurch city,60,Psychological,75 to 79,4,3,6,369,267,498,8548,SDE
Christchurch city,60,Vision,75 to 79,9,7,12,801,651,1005,8548,SDE
Christchurch city,60,Hearing,80+,41,36,49,4929,4359,5784,11980,SDE
Christchurch city,60,Overall,80+,77,69,85,9255,8382,10134,11980,SDE
Christchurch city,60,Physical,80+,69,58,82,8280,6957,9795,11980,SDE
Christchurch city,60,Psychological,80+,4,2,7,525,348,789,11980,SDE
Christchurch city,60,Vision,80+,18,14,23,2100,1683,2640,11980,SDE
Clutha district,72,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Clutha district,72,Overall,0 to 4,5,4,8,63,48,87,1192,SDE
Clutha district,72,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Clutha district,72,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Clutha district,72,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Clutha district,72,Hearing,10 to 14,2,1,3,21,15,33,1318,SDE
Clutha district,72,Overall,10 to 14,15,11,18,192,156,234,1318,SDE
Clutha district,72,Physical,10 to 14,2,1,4,30,18,42,1318,SDE
Clutha district,72,Psychological,10 to 14,6,4,9,78,57,108,1318,SDE
Clutha district,72,Vision,10 to 14,1,0,2,12,6,18,1318,SDE
Clutha district,72,Hearing,15 to 19,2,1,3,24,15,33,1067,SDE
Clutha district,72,Overall,15 to 19,16,13,20,174,138,213,1067,SDE
Clutha district,72,Physical,15 to 19,4,2,6,45,30,63,1067,SDE
Clutha district,72,Psychological,15 to 19,6,4,9,63,45,87,1067,SDE
Clutha district,72,Vision,15 to 19,1,0,2,12,6,18,1067,SDE
Clutha district,72,Hearing,20 to 24,4,2,5,30,21,42,861,SDE
Clutha district,72,Overall,20 to 24,17,13,21,144,114,180,861,SDE
Clutha district,72,Physical,20 to 24,7,4,10,57,39,81,861,SDE
Clutha district,72,Psychological,20 to 24,6,4,9,54,36,75,861,SDE
Clutha district,72,Vision,20 to 24,2,1,3,15,9,21,861,SDE
Clutha district,72,Hearing,25 to 29,4,2,5,27,18,39,773,SDE
Clutha district,72,Overall,25 to 29,16,12,20,123,96,153,773,SDE
Clutha district,72,Physical,25 to 29,6,4,9,51,33,72,773,SDE
Clutha district,72,Psychological,25 to 29,6,4,9,45,30,66,773,SDE
Clutha district,72,Vision,25 to 29,2,1,4,15,9,27,773,SDE
Clutha district,72,Hearing,30 to 34,4,2,5,30,21,42,862,SDE
Clutha district,72,Overall,30 to 34,15,12,19,129,105,162,862,SDE
Clutha district,72,Physical,30 to 34,7,4,10,57,42,81,862,SDE
Clutha district,72,Psychological,30 to 34,6,4,9,51,36,72,862,SDE
Clutha district,72,Vision,30 to 34,1,0,3,12,6,21,862,SDE
Clutha district,72,Hearing,35 to 39,3,2,6,39,30,57,1076,SDE
Clutha district,72,Overall,35 to 39,15,11,19,159,123,198,1076,SDE
Clutha district,72,Physical,35 to 39,7,5,11,81,57,111,1076,SDE
Clutha district,72,Psychological,35 to 39,5,3,8,60,42,81,1076,SDE
Clutha district,72,Vision,35 to 39,1,0,2,12,6,21,1076,SDE
Clutha district,72,Hearing,40 to 44,5,4,8,72,60,99,1365,SDE
Clutha district,72,Overall,40 to 44,19,15,23,258,210,315,1365,SDE
Clutha district,72,Physical,40 to 44,10,7,13,132,96,180,1365,SDE
Clutha district,72,Psychological,40 to 44,6,4,9,84,60,117,1365,SDE
Clutha district,72,Vision,40 to 44,2,1,4,33,24,48,1365,SDE
Clutha district,72,Hearing,45 to 49,8,6,12,102,81,144,1258,SDE
Clutha district,72,Overall,45 to 49,25,21,31,321,264,387,1258,SDE
Clutha district,72,Physical,45 to 49,13,10,18,171,126,225,1258,SDE
Clutha district,72,Psychological,45 to 49,7,5,11,93,69,129,1258,SDE
Clutha district,72,Vision,45 to 49,5,3,7,66,48,90,1258,SDE
Clutha district,72,Hearing,5 to 9,2,1,3,18,12,24,1214,SDE
Clutha district,72,Overall,5 to 9,11,8,14,132,105,165,1214,SDE
Clutha district,72,Physical,5 to 9,1,0,3,18,9,27,1214,SDE
Clutha district,72,Psychological,5 to 9,4,2,6,45,33,66,1214,SDE
Clutha district,72,Vision,5 to 9,1,0,2,9,6,15,1214,SDE
Clutha district,72,Hearing,50 to 54,10,8,13,129,108,168,1298,SDE
Clutha district,72,Overall,50 to 54,29,24,35,372,312,444,1298,SDE
Clutha district,72,Physical,50 to 54,17,13,23,219,168,288,1298,SDE
Clutha district,72,Psychological,50 to 54,7,5,10,93,66,129,1298,SDE
Clutha district,72,Vision,50 to 54,6,4,8,75,57,102,1298,SDE
Clutha district,72,Hearing,55 to 59,13,10,16,159,132,195,1223,SDE
Clutha district,72,Overall,55 to 59,32,27,38,393,330,462,1223,SDE
Clutha district,72,Physical,55 to 59,21,15,27,252,192,321,1223,SDE
Clutha district,72,Psychological,55 to 59,6,4,9,78,57,111,1223,SDE
Clutha district,72,Vision,55 to 59,5,4,8,66,51,90,1223,SDE
Clutha district,72,Hearing,60 to 64,16,13,20,162,135,198,1036,SDE
Clutha district,72,Overall,60 to 64,38,32,44,390,336,453,1036,SDE
Clutha district,72,Physical,60 to 64,27,20,34,276,216,348,1036,SDE
Clutha district,72,Psychological,60 to 64,6,4,8,57,39,81,1036,SDE
Clutha district,72,Vision,60 to 64,5,4,8,57,42,75,1036,SDE
Clutha district,72,Hearing,65 to 69,19,16,25,162,138,216,879,SDE
Clutha district,72,Overall,65 to 69,44,37,51,384,333,441,879,SDE
Clutha district,72,Physical,65 to 69,33,26,42,291,231,363,879,SDE
Clutha district,72,Psychological,65 to 69,5,3,7,42,27,60,879,SDE
